merge_sort, 10000, 0.012930696830153465
radix_sort, 10000, 0.025738492142409086
quick_sort, 10000, 0.01432405598461628
insertion_sort, 10000, 0.13157285214401782
bubble_sort, 10000, 0.26730757392942905
selection_sort, 10000, 0.2834012000821531
merge_sort, 12500, 0.010742580983787775
radix_sort, 12500, 0.020585332065820694
quick_sort, 12500, 0.0106166061013937
insertion_sort, 12500, 0.1764625459909439
bubble_sort, 12500, 0.4028475801460445
selection_sort, 12500, 0.35454793693497777
merge_sort, 15000, 0.011380946962162852
radix_sort, 15000, 0.019140675896778703
quick_sort, 15000, 0.010724154068157077
insertion_sort, 15000, 0.26161501510068774
bubble_sort, 15000, 0.5624567489139736
selection_sort, 15000, 0.5576452401001006
merge_sort, 17500, 0.015242190100252628
radix_sort, 17500, 0.028156504034996033
quick_sort, 17500, 0.014556579058989882
insertion_sort, 17500, 0.33424789900891483
bubble_sort, 17500, 0.9794666089583188
selection_sort, 17500, 0.8906925318296999
merge_sort, 20000, 0.014795939903706312
radix_sort, 20000, 0.025109577924013138
quick_sort, 20000, 0.018018489936366677
insertion_sort, 20000, 0.4543058860581368
bubble_sort, 20000, 1.1692478470504284
selection_sort, 20000, 1.1481447198893875
merge_sort, 22500, 0.015625731088221073
radix_sort, 22500, 0.022637715796008706
quick_sort, 22500, 0.014796420000493526
insertion_sort, 22500, 0.5960194889921695
bubble_sort, 22500, 1.5845930071081966
selection_sort, 22500, 1.4904024188872427
merge_sort, 2500, 0.006865904899314046
radix_sort, 2500, 0.012105005094781518
quick_sort, 2500, 0.009024685947224498
insertion_sort, 2500, 0.01656993106007576
bubble_sort, 2500, 0.0278401430696249
selection_sort, 2500, 0.02773767104372382
merge_sort, 25000, 0.01927900710143149
radix_sort, 25000, 0.024096551118418574
quick_sort, 25000, 0.015357035910710692
insertion_sort, 25000, 0.7340273410081863
bubble_sort, 25000, 1.806150953983888
selection_sort, 25000, 1.5553572680801153
merge_sort, 27500, 0.018807776039466262
radix_sort, 27500, 0.022495771991088986
quick_sort, 27500, 0.019232533173635602
insertion_sort, 27500, 0.8402420300990343
bubble_sort, 27500, 2.1272887839004397
selection_sort, 27500, 1.8906643788795918
merge_sort, 30000, 0.017122581135481596
radix_sort, 30000, 0.021510544000193477
quick_sort, 30000, 0.02224889607168734
insertion_sort, 30000, 0.9455648770090193
bubble_sort, 30000, 2.4842609711922705
selection_sort, 30000, 2.254739283118397
merge_sort, 32500, 0.019303553039208055
radix_sort, 32500, 0.022887799190357327
quick_sort, 32500, 0.0222152560018003
insertion_sort, 32500, 1.2270345478318632
bubble_sort, 32500, 3.177192605799064
selection_sort, 32500, 2.8334309849888086
merge_sort, 35000, 0.020263744052499533
radix_sort, 35000, 0.02125289593823254
quick_sort, 35000, 0.023343560053035617
insertion_sort, 35000, 1.278847211971879
bubble_sort, 35000, 3.438401718856767
selection_sort, 35000, 3.225180285051465
merge_sort, 37500, 0.03637361899018288
radix_sort, 37500, 0.041026392951607704
quick_sort, 37500, 0.039291827008128166
insertion_sort, 37500, 2.717483904911205
bubble_sort, 37500, 8.641267450060695
selection_sort, 37500, 5.423855071887374
merge_sort, 40000, 0.02340800198726356
radix_sort, 40000, 0.023635577177628875
quick_sort, 40000, 0.024996072985231876
insertion_sort, 40000, 1.8613043471705168
bubble_sort, 40000, 5.8253508089110255
selection_sort, 40000, 5.358896608930081
merge_sort, 42500, 0.022626766003668308
radix_sort, 42500, 0.02157805091701448
quick_sort, 42500, 0.030802400084212422
insertion_sort, 42500, 2.004562271060422
bubble_sort, 42500, 6.704861897043884
selection_sort, 42500, 6.262656004168093
merge_sort, 45000, 0.02538177906535566
radix_sort, 45000, 0.02732197381556034
quick_sort, 45000, 0.020614848006516695
insertion_sort, 45000, 2.2519346210174263
bubble_sort, 45000, 7.741056064143777
selection_sort, 45000, 7.714418371906504
merge_sort, 47500, 0.026842780876904726
radix_sort, 47500, 0.025091103045269847
quick_sort, 47500, 0.01959202717989683
insertion_sort, 47500, 2.4873857060447335
bubble_sort, 47500, 8.701828886056319
selection_sort, 47500, 8.874523608013988
merge_sort, 5000, 0.0107169970870018
radix_sort, 5000, 0.019004893023520708
quick_sort, 5000, 0.014626934891566634
insertion_sort, 5000, 0.04134157998487353
bubble_sort, 5000, 0.06985420710407197
selection_sort, 5000, 0.10796385281719267
merge_sort, 50000, 0.028153018094599247
radix_sort, 50000, 0.02615722198970616
quick_sort, 50000, 0.026433631079271436
insertion_sort, 50000, 2.9988754158839583
bubble_sort, 50000, 9.57148385583423
selection_sort, 50000, 8.971747876144946
merge_sort, 7500, 0.01140132313594222
radix_sort, 7500, 0.01569698704406619
quick_sort, 7500, 0.015010175062343478
insertion_sort, 7500, 0.07627957197837532
bubble_sort, 7500, 0.1430458528921008
selection_sort, 7500, 0.18690924695692956
